-0.08,0.02,0.79,0.08,0.02,1.01,0.71,-0.16,2.70
-0.08,0.02,0.79,0.08,0.02,1.01,0.53,0.06,2.66
-0.08,0.02,0.79,0.08,0.02,1.01,0.81,0.02,2.59
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,0.02,2.59
-0.08,0.02,0.79,0.08,0.02,1.01,0.42,0.13,2.52
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,-0.02,2.52
-0.08,0.02,0.79,0.08,0.02,1.01,0.53,0.16,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.46,-0.02,2.63
-0.08,0.02,0.79,0.08,0.02,1.01,0.32,0.02,2.84
-0.08,0.02,0.79,0.08,0.02,1.01,0.49,0.24,2.63
-0.08,0.02,0.79,0.08,0.02,1.01,0.49,0.09,2.56
-0.08,0.02,0.79,0.08,0.02,1.01,0.28,0.24,2.84
-0.08,0.02,0.79,0.08,0.02,1.01,0.53,0.20,2.63
-0.08,0.02,0.79,0.08,0.02,1.01,0.67,0.06,2.84
-0.08,0.02,0.79,0.08,0.02,1.01,0.39,0.20,2.66
-0.08,0.02,0.79,0.08,0.02,1.01,0.42,0.02,2.49
-0.08,0.02,0.79,0.08,0.01,1.01,0.49,0.09,2.63
-0.08,0.02,0.79,0.08,0.02,1.01,0.67,0.13,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.39,0.20,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.81,0.06,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,0.02,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.39,0.20,2.90
-0.08,0.02,0.79,0.08,0.02,1.01,0.78,0.09,2.70
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,0.02,2.66
-0.08,0.02,0.79,0.08,0.02,1.01,0.46,0.06,2.77
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,0.16,2.63
-0.08,0.02,0.79,0.08,0.02,1.01,0.46,0.16,2.90
-0.08,0.02,0.79,0.08,0.02,1.00,0.56,0.02,2.45
-0.08,0.02,0.79,0.08,0.02,1.01,0.39,0.09,2.70
-0.08,0.02,0.79,0.08,0.02,1.01,0.49,0.16,2.70
-0.08,0.02,0.79,0.08,0.02,1.01,0.60,0.16,2.66
-0.08,0.02,0.79,0.08,0.02,1.01,0.17,-0.12,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,0.02,2.80
-0.08,0.02,0.79,0.08,0.02,1.01,0.63,0.06,2.73
-0.08,0.02,0.79,0.08,0.02,1.01,0.46,0.06,2.52
-0.08,0.02,0.80,0.08,0.02,1.01,0.53,0.27,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.42,0.31,2.77
-0.08,0.02,0.80,0.08,0.02,1.01,0.49,0.34,2.77
-0.08,0.02,0.80,0.08,0.02,1.01,0.53,0.16,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.56,0.24,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.49,0.20,2.77
-0.08,0.02,0.80,0.08,0.02,1.01,0.28,0.13,2.90
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,0.09,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.49,0.20,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.60,-0.09,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.60,-0.05,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.53,0.16,2.70
-0.08,0.02,0.80,0.08,0.02,1.00,0.60,0.06,2.56
-0.08,0.02,0.80,0.08,0.02,1.01,0.32,0.16,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.42,0.13,2.56
-0.08,0.01,0.80,0.08,0.02,1.01,0.32,0.06,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.21,0.20,2.56
-0.08,0.02,0.80,0.08,0.02,1.01,0.32,0.06,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.71,0.06,2.49
-0.08,0.02,0.80,0.08,0.02,1.01,0.49,0.16,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.60,0.02,2.73
-0.08,0.02,0.80,0.08,0.02,1.01,0.49,0.09,2.73
-0.08,0.02,0.80,0.08,0.02,1.01,0.81,-0.09,2.52
-0.08,0.02,0.80,0.08,0.02,1.01,0.35,0.13,2.77
-0.08,0.02,0.80,0.08,0.02,1.01,0.46,0.06,2.56
-0.08,0.02,0.80,0.08,0.02,1.01,0.67,0.27,2.59
-0.08,0.02,0.80,0.09,0.01,1.01,0.46,0.20,2.70
-0.08,0.02,0.80,0.08,0.02,1.01,0.46,0.20,2.70
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,-0.02,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,0.09,2.52
-0.08,0.02,0.80,0.08,0.02,1.01,0.67,-0.09,2.49
-0.08,0.02,0.80,0.08,0.02,1.01,0.46,0.20,2.63
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,0.02,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.60,-0.02,2.56
-0.08,0.02,0.80,0.08,0.02,1.01,0.53,0.13,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,0.13,2.42
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,-0.05,2.59
-0.08,0.02,0.80,0.08,0.02,1.01,0.56,0.02,2.56
-0.08,0.02,0.80,0.08,0.01,1.01,0.42,0.06,2.52
-0.08,0.02,0.80,0.08,0.02,1.01,0.42,0.24,2.63
-0.08,0.02,0.80,0.08,0.02,1.01,0.53,0.31,2.59
-0.08,0.02,0.80,0.09,0.02,1.01,0.46,0.24,2.49
-0.08,0.02,0.80,0.08,0.02,1.01,0.39,0.13,2.45
-0.08,0.02,0.80,0.08,0.02,1.01,0.60,0.06,2.52
-0.08,0.02,0.80,0.08,0.02,1.01,0.53,0.16,2.49
-0.08,0.02,0.80,0.08,0.02,1.01,0.78,0.13,2.56
-0.08,0.02,0.80,0.08,0.02,1.01,0.46,0.24,2.73
-0.08,0.02,0.80,0.08,0.02,1.01,0.32,-0.05,2.77
-0.08,0.02,0.80,0.08,0.02,1.01,0.71,0.13,2.66
-0.08,0.02,0.80,0.08,0.02,1.01,0.74,0.13,2.70
-0.08,0.02,0.80,0.08,0.02,1.01,0.56,0.09,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.60,0.09,2.56
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.13,2.45
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,-0.09,2.59
-0.08,0.02,0.81,0.08,0.02,1.01,0.67,0.13,2.59
-0.08,0.02,0.81,0.08,0.02,1.01,0.49,0.20,2.63
-0.08,0.02,0.81,0.08,0.02,1.01,0.42,0.31,2.66
-0.08,0.02,0.81,0.08,0.02,1.01,0.42,0.13,2.73
-0.08,0.02,0.81,0.08,0.02,1.01,0.53,0.02,2.70
-0.08,0.02,0.81,0.08,0.02,1.01,0.49,-0.09,2.63
-0.08,0.02,0.81,0.08,0.02,1.01,0.67,-0.23,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.06,2.56
-0.08,0.02,0.81,0.08,0.02,1.01,0.35,0.16,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.67,-0.12,2.59
-0.08,0.02,0.81,0.08,0.02,1.01,0.42,0.06,2.70
-0.08,0.02,0.81,0.08,0.02,1.01,0.32,0.02,2.66
-0.08,0.02,0.81,0.09,0.02,1.01,0.32,0.24,2.73
-0.08,0.02,0.81,0.08,0.02,1.01,0.35,0.34,2.59
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.06,2.66
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.02,2.80
-0.08,0.02,0.81,0.08,0.02,1.01,0.67,-0.19,2.90
-0.08,0.02,0.81,0.08,0.02,1.01,0.56,-0.05,2.59
-0.08,0.02,0.81,0.08,0.02,1.01,0.49,-0.05,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.06,2.70
-0.08,0.02,0.81,0.08,0.02,1.01,0.56,0.09,2.63
-0.08,0.02,0.81,0.08,0.02,1.01,0.56,0.20,2.52
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.16,2.52
-0.08,0.02,0.81,0.08,0.02,1.01,0.60,0.20,2.66
-0.08,0.02,0.81,0.09,0.02,1.01,0.49,0.09,2.63
-0.08,0.02,0.81,0.08,0.02,1.01,0.25,-0.02,2.70
-0.08,0.02,0.81,0.08,0.02,1.01,0.67,-0.05,2.77
-0.08,0.02,0.81,0.08,0.02,1.01,0.53,0.13,2.66
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.13,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.42,0.06,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.53,-0.19,2.66
-0.08,0.02,0.81,0.08,0.02,1.01,0.60,0.02,2.21
-0.08,0.02,0.81,0.08,0.02,1.01,0.28,0.09,2.59
-0.08,0.02,0.81,0.08,0.02,1.01,0.56,0.02,2.63
-0.08,0.02,0.81,0.09,0.02,1.01,0.60,0.31,2.45
-0.08,0.02,0.81,0.08,0.02,1.01,0.25,0.20,2.66
-0.08,0.02,0.81,0.08,0.02,1.01,0.49,0.13,2.56
-0.08,0.02,0.81,0.09,0.02,1.01,0.49,0.13,2.52
-0.08,0.02,0.81,0.08,0.02,1.01,0.35,0.27,2.77
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,0.16,2.63
-0.08,0.02,0.81,0.08,0.02,1.01,0.53,0.16,2.63
-0.08,0.02,0.81,0.08,0.02,1.01,0.28,0.24,2.66
-0.08,0.02,0.81,0.08,0.02,1.01,0.28,0.09,2.70
-0.08,0.02,0.81,0.08,0.02,1.01,0.42,0.06,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.46,-0.12,2.49
-0.08,0.02,0.81,0.08,0.02,1.01,0.39,-0.27,2.77
-0.08,0.02,0.81,0.08,0.02,1.01,0.49,-0.23,2.52
-0.08,0.02,0.81,0.08,0.02,1.01,0.46,-0.09,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.35,0.09,2.63
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,0.24,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.63,0.09,2.49
-0.08,0.02,0.82,0.08,0.02,1.01,0.32,0.16,2.63
-0.08,0.02,0.82,0.08,0.02,1.01,0.56,0.06,2.80
-0.08,0.02,0.82,0.08,0.02,1.01,0.53,0.09,2.42
-0.08,0.02,0.82,0.08,0.02,1.01,0.71,-0.05,2.49
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,0.20,2.77
-0.08,0.02,0.82,0.09,0.02,1.01,0.42,0.09,2.63
-0.08,0.02,0.82,0.09,0.02,1.01,0.63,0.06,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,-0.05,2.52
-0.08,0.02,0.82,0.08,0.02,1.01,0.53,0.16,2.70
-0.08,0.02,0.82,0.08,0.02,1.01,0.49,-0.05,2.70
-0.08,0.02,0.82,0.08,0.02,1.01,0.49,0.20,2.49
-0.08,0.02,0.82,0.08,0.02,1.01,0.71,0.09,2.66
-0.08,0.02,0.82,0.08,0.02,1.01,0.56,0.16,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.35,-0.05,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.25,-0.09,2.63
-0.08,0.02,0.82,0.08,0.02,1.01,0.60,-0.19,2.52
-0.08,0.02,0.82,0.08,0.02,1.01,0.35,-0.12,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.49,-0.23,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.78,-0.16,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.46,0.13,2.66
-0.08,0.02,0.82,0.08,0.02,1.01,0.25,0.20,2.45
-0.08,0.02,0.82,0.08,0.02,1.01,0.42,0.24,2.49
-0.08,0.02,0.82,0.08,0.02,1.01,0.35,0.24,2.70
-0.08,0.02,0.82,0.09,0.02,1.01,0.63,-0.02,2.63
-0.08,0.02,0.82,0.08,0.02,1.01,0.53,0.06,2.70
-0.08,0.02,0.82,0.08,0.02,1.01,0.56,0.06,2.77
-0.08,0.02,0.82,0.09,0.02,1.01,0.60,0.02,2.70
-0.08,0.02,0.82,0.08,0.02,1.01,0.67,0.09,2.66
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,-0.09,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.46,0.06,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.35,-0.05,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,0.06,-6.17
-0.08,0.02,0.82,0.08,0.02,1.01,0.42,0.06,2.39
-0.08,0.02,0.82,0.08,0.02,1.01,0.63,-0.12,2.63
-0.08,0.02,0.82,0.08,0.02,1.01,0.42,0.06,2.77
-0.08,0.01,0.82,0.08,0.02,1.01,0.25,0.09,2.66
-0.08,0.01,0.82,0.08,0.01,1.01,0.49,0.20,2.59
-0.08,0.01,0.82,0.08,0.02,1.01,0.46,0.13,2.45
-0.08,0.02,0.82,0.08,0.02,1.01,0.81,0.16,2.73
-0.08,0.02,0.82,0.08,0.02,1.01,0.46,0.09,2.73
-0.08,0.02,0.82,0.08,0.02,1.01,0.25,0.09,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.42,0.09,2.63
-0.08,0.02,0.82,0.09,0.02,1.01,0.49,0.02,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,-0.16,2.66
-0.08,0.02,0.82,0.08,0.02,1.01,0.39,-0.02,2.73
-0.08,0.02,0.82,0.08,0.02,1.01,0.63,-0.16,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.71,0.20,2.49
-0.08,0.02,0.82,0.08,0.02,1.01,0.32,0.09,2.66
-0.08,0.02,0.82,0.08,0.02,1.01,0.35,0.02,2.56
-0.08,0.02,0.82,0.08,0.02,1.01,0.56,0.06,2.59
-0.08,0.02,0.82,0.08,0.02,1.01,0.60,0.02,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,-8.42,-0.12,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.42,-0.12,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.67,-0.02,2.63
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,-0.02,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.39,0.09,2.45
-0.08,0.02,0.83,0.09,0.02,1.01,0.63,-0.02,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,0.02,2.73
-0.08,0.02,0.83,0.08,0.02,1.01,0.56,0.02,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,0.16,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.25,0.20,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.60,-0.02,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.71,-0.05,2.49
-0.08,0.02,0.83,0.09,0.02,1.01,0.81,-0.05,2.59
-0.08,0.02,0.83,0.09,0.02,1.01,0.71,0.16,2.70
-0.08,0.02,0.83,0.08,0.02,1.01,0.60,0.20,2.70
-0.08,0.02,0.83,0.08,0.02,1.01,0.56,0.09,2.49
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,0.02,2.63
-0.08,0.02,0.83,0.08,0.02,1.01,0.53,0.02,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.46,-0.16,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.14,-0.09,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.56,0.09,2.42
-0.08,0.02,0.83,0.08,0.02,1.01,0.42,0.09,2.70
-0.08,0.02,0.83,0.08,0.02,1.01,0.74,0.06,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.67,-0.02,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.53,0.16,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.49,0.13,2.39
-0.08,0.02,0.83,0.08,0.02,1.01,0.25,0.13,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.32,0.09,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.49,0.02,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,0.16,2.66
-0.08,0.02,0.83,0.09,0.02,1.01,0.60,-0.02,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.71,0.09,2.70
-0.08,0.02,0.83,0.08,0.02,1.01,0.60,-0.02,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,0.56,0.02,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.56,0.02,2.70
-0.08,0.02,0.83,0.08,0.02,1.01,0.60,0.06,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.63,-0.02,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,0.53,0.02,2.49
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,-0.09,2.39
-0.08,0.02,0.83,0.08,0.02,1.01,0.46,-0.19,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,0.39,-0.16,2.70
-0.08,0.02,0.83,0.08,0.02,1.01,0.49,0.09,2.63
-0.08,0.02,0.83,0.08,0.02,1.01,0.39,0.16,2.59
-0.08,0.02,0.83,0.08,0.02,1.01,0.56,0.06,2.73
-0.08,0.02,0.83,0.08,0.02,1.01,0.46,0.02,2.63
-0.08,0.02,0.83,0.08,0.02,1.01,0.49,-0.19,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,0.63,0.16,2.66
-0.08,0.02,0.83,0.08,0.02,1.01,0.74,0.02,2.56
-0.08,0.02,0.83,0.08,0.02,1.01,0.92,-0.02,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.35,0.13,2.80
-0.08,0.02,0.83,0.08,0.02,1.01,0.42,0.13,2.52
-0.08,0.02,0.83,0.08,0.02,1.01,0.39,-0.09,2.66
-0.08,0.02,0.84,0.08,0.02,1.01,0.35,0.09,2.59
-0.08,0.02,0.84,0.08,0.02,1.01,0.35,-0.05,2.70
-0.08,0.02,0.84,0.08,0.02,1.01,0.42,0.02,2.49
-0.08,0.02,0.84,0.08,0.02,1.01,0.56,-0.23,2.63
-0.08,0.02,0.84,0.08,0.02,1.01,0.35,0.06,2.63
-0.08,0.02,0.84,0.08,0.02,1.01,0.35,-0.09,2.49
-0.08,0.02,0.84,0.08,0.02,1.01,0.46,0.06,2.59
-0.08,0.02,0.84,0.08,0.02,1.01,0.32,-0.12,2.70
-0.08,0.01,0.84,0.08,0.02,1.01,0.39,-0.23,2.45
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,-0.05,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.17,-0.05,2.56
-0.08,0.02,0.84,0.08,0.02,1.01,0.56,-0.09,2.39
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,-0.09,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.46,-0.16,2.35
-0.08,0.02,0.84,0.08,0.02,1.01,0.32,-0.09,2.73
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,0.13,2.56
-0.08,0.02,0.84,0.08,0.02,1.01,0.56,-0.05,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.32,0.02,2.70
-0.08,0.02,0.84,0.08,0.02,1.01,0.17,-0.09,2.66
-0.08,0.02,0.84,0.08,0.02,1.01,0.60,-0.09,2.49
-0.08,0.02,0.84,0.08,0.02,1.01,0.32,0.09,2.63
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,-0.02,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.39,-0.09,2.59
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,-0.09,2.87
-0.08,0.02,0.84,0.08,0.02,1.01,0.60,-0.05,2.49
-0.08,0.02,0.84,0.08,0.02,1.01,0.60,-0.05,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.17,-0.12,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.10,0.13,2.70
-0.08,0.02,0.84,0.08,0.02,1.01,0.32,-0.16,2.56
-0.08,0.02,0.84,0.08,0.02,1.01,0.56,0.02,2.66
-0.08,0.02,0.84,0.08,0.02,1.01,0.35,-0.05,2.59
-0.08,0.02,0.84,0.08,0.02,1.01,0.60,-0.02,2.73
-0.08,0.02,0.84,0.08,0.02,1.01,0.78,0.02,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.46,-0.09,2.49
-0.08,0.02,0.84,0.08,0.02,1.01,0.46,0.02,2.59
-0.08,0.02,0.84,0.08,0.02,1.01,0.56,-0.02,2.63
-0.08,0.02,0.84,0.08,0.02,1.01,0.46,0.13,2.73
-0.08,0.02,0.84,0.08,0.02,1.01,0.17,0.20,2.66
-0.08,0.02,0.84,0.08,0.02,1.01,0.46,0.13,2.32
-0.08,0.02,0.84,0.08,0.02,1.00,0.42,-0.19,2.63
-0.08,0.02,0.84,0.08,0.02,1.01,0.25,-0.09,2.80
-0.08,0.02,0.84,0.08,0.02,1.01,0.53,0.09,2.73
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,0.16,2.70
-0.08,0.02,0.84,0.08,0.02,1.01,0.74,0.13,2.70
-0.08,0.02,0.84,0.08,0.02,1.01,0.60,-0.23,2.63
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,-0.05,2.66
-0.08,0.02,0.84,0.08,0.02,1.01,0.53,0.27,2.77
-0.08,0.02,0.84,0.08,0.02,1.01,0.25,0.16,2.84
-0.08,0.02,0.84,0.08,0.02,1.01,0.53,0.16,2.66
-0.08,0.02,0.84,0.08,0.02,1.01,0.49,-0.05,2.52
-0.08,0.02,0.84,0.08,0.02,1.01,0.35,0.13,2.73
-0.08,0.02,0.85,0.08,0.02,1.01,0.35,-0.09,2.49
-0.08,0.02,0.85,0.08,0.02,1.01,0.60,-0.09,2.49
-0.08,0.02,0.85,0.08,0.02,1.01,0.63,-0.19,2.49
-0.08,0.02,0.85,0.08,0.02,1.01,0.67,-0.09,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.71,0.27,2.56
-0.08,0.02,0.85,0.08,0.02,1.01,0.74,0.24,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.49,0.24,2.56
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,0.06,2.66
-0.08,0.02,0.85,0.08,0.02,1.01,0.60,-0.02,2.77
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,0.06,2.70
-0.08,0.02,0.85,0.08,0.02,1.01,0.49,0.06,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,0.02,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.32,-0.16,2.56
-0.08,0.02,0.85,0.08,0.02,1.01,0.46,0.13,2.80
-0.08,0.02,0.85,0.08,0.02,1.01,0.49,0.02,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.46,0.06,2.66
-0.08,0.02,0.85,0.08,0.01,1.01,0.35,-0.05,2.59
-0.08,0.01,0.85,0.08,0.01,1.01,0.28,-0.02,2.42
-0.08,0.02,0.85,0.08,0.02,1.01,0.46,-0.37,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.25,0.06,2.70
-0.08,0.02,0.85,0.08,0.02,1.01,0.56,-0.02,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.53,0.06,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.49,0.02,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,0.20,2.56
-0.08,0.02,0.85,0.08,0.02,1.00,0.46,0.09,2.66
-0.08,0.02,0.85,0.08,0.02,1.01,0.46,-0.02,2.77
-0.08,0.02,0.85,0.08,0.02,1.01,0.78,-0.37,2.52
-0.08,0.02,0.85,0.08,0.02,1.01,0.67,-0.02,2.80
-0.08,0.02,0.85,0.08,0.02,1.00,0.49,0.06,2.66
-0.08,0.02,0.85,0.08,0.02,1.01,0.21,0.02,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,0.02,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.53,0.02,2.49
-0.08,0.02,0.85,0.08,0.01,1.01,0.46,0.09,2.77
-0.08,0.02,0.85,0.08,0.02,1.01,0.56,0.16,2.66
-0.08,0.02,0.85,0.09,0.02,1.01,0.42,0.09,2.66
-0.08,0.02,0.85,0.09,0.02,1.01,0.53,0.20,2.45
-0.08,0.02,0.85,0.08,0.02,1.01,0.35,0.24,2.59
-0.08,0.02,0.85,0.08,0.02,1.01,0.28,-0.02,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,-0.16,2.56
-0.08,0.02,0.85,0.08,0.02,1.01,0.14,0.09,2.66
-0.08,0.02,0.85,0.08,0.01,1.01,0.28,-0.05,2.39
-0.08,0.02,0.85,0.08,0.02,1.01,0.28,-0.30,2.63
-0.08,0.02,0.85,0.08,0.02,1.01,0.21,-0.12,2.77
-0.08,0.02,0.85,0.08,0.02,1.01,0.42,-0.12,2.70
-0.08,0.02,0.85,0.08,0.02,1.01,0.39,-0.05,2.80
